epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,415.258,1.12616,1.72752,1.05041,0.31666,0.5,0.33845,0.13991,1.63971,3.22926,1.46292,0.0010694,0.0010694,0.0010694
49,423.761,0.87526,1.38815,1.08671,0.35017,0.5,0.34046,0.14722,1.59436,3.11353,1.49877,0.0010496,0.0010496,0.0010496
50,432.268,1.05907,1.76494,1.20477,0.35017,0.5,0.34046,0.14722,1.59436,3.11353,1.49877,0.0010298,0.0010298,0.0010298
51,440.912,0.95174,1.30744,1.01026,0.35017,0.5,0.34046,0.14722,1.59436,3.11353,1.49877,0.00101,0.00101,0.00101
52,449.603,1.09648,1.8042,1.13595,0.46097,0.59874,0.41516,0.14469,1.71286,2.82831,1.67772,0.0009902,0.0009902,0.0009902
53,458.14,1.08007,1.71922,1.34794,0.46097,0.59874,0.41516,0.14469,1.71286,2.82831,1.67772,0.0009704,0.0009704,0.0009704
54,466.761,1.06587,1.25903,1.03949,0.46097,0.59874,0.41516,0.14469,1.71286,2.82831,1.67772,0.0009506,0.0009506,0.0009506
55,475.263,0.95626,1.51973,0.96729,0.39801,0.4,0.36401,0.14627,1.71668,2.7364,1.62708,0.0009308,0.0009308,0.0009308
56,483.885,0.83073,1.25658,0.97982,0.39801,0.4,0.36401,0.14627,1.71668,2.7364,1.62708,0.000911,0.000911,0.000911
57,492.371,0.99542,1.56509,1.03915,0.48881,0.4,0.33594,0.10976,1.68665,2.83904,1.59236,0.0008912,0.0008912,0.0008912
58,500.66,0.73027,1.18503,0.9331,0.48881,0.4,0.33594,0.10976,1.68665,2.83904,1.59236,0.0008714,0.0008714,0.0008714
59,508.317,1.19135,1.56142,1.23268,0.48881,0.4,0.33594,0.10976,1.68665,2.83904,1.59236,0.0008516,0.0008516,0.0008516
60,516.307,0.86524,1.32001,0.93407,0.55876,0.4,0.35778,0.12673,1.74171,2.82795,1.60135,0.0008318,0.0008318,0.0008318
61,524.354,1.07613,1.36925,1.16632,0.55876,0.4,0.35778,0.12673,1.74171,2.82795,1.60135,0.000812,0.000812,0.000812
62,532.586,0.90084,1.20335,1.03794,0.55876,0.4,0.35778,0.12673,1.74171,2.82795,1.60135,0.0007922,0.0007922,0.0007922
63,540.67,0.84577,1.13227,1.00894,0.55808,0.4,0.3452,0.15456,1.72033,2.73695,1.55985,0.0007724,0.0007724,0.0007724
64,548.994,0.83643,1.25997,0.98476,0.55808,0.4,0.3452,0.15456,1.72033,2.73695,1.55985,0.0007526,0.0007526,0.0007526
65,556.933,0.7287,1.33361,0.99219,0.43984,0.4,0.2435,0.13513,1.76597,2.81137,1.61927,0.0007328,0.0007328,0.0007328
66,564.999,1.17466,1.57012,1.18022,0.43984,0.4,0.2435,0.13513,1.76597,2.81137,1.61927,0.000713,0.000713,0.000713
67,572.818,0.88627,1.20905,0.99928,0.43984,0.4,0.2435,0.13513,1.76597,2.81137,1.61927,0.0006932,0.0006932,0.0006932
68,580.926,1.13098,1.16513,1.03212,0.42874,0.4,0.24285,0.12586,1.74481,2.86808,1.58491,0.0006734,0.0006734,0.0006734
69,589.346,1.1418,1.34536,1.31121,0.42874,0.4,0.24285,0.12586,1.74481,2.86808,1.58491,0.0006536,0.0006536,0.0006536
70,597.23,0.91013,1.16324,0.96595,0.42874,0.4,0.24285,0.12586,1.74481,2.86808,1.58491,0.0006338,0.0006338,0.0006338
71,605.309,1.13888,1.74406,1.24974,0.54497,0.5,0.36471,0.12956,1.78796,2.80555,1.59799,0.000614,0.000614,0.000614
72,613.64,0.84401,1.27977,1.14945,0.54497,0.5,0.36471,0.12956,1.78796,2.80555,1.59799,0.0005942,0.0005942,0.0005942
73,622.303,1.01381,1.32829,1.09256,0.44218,0.5,0.40623,0.13355,1.89924,2.91224,1.62024,0.0005744,0.0005744,0.0005744
74,630.575,0.80528,1.12559,0.97527,0.44218,0.5,0.40623,0.13355,1.89924,2.91224,1.62024,0.0005546,0.0005546,0.0005546
75,639.059,0.68131,1.05643,0.94192,0.44218,0.5,0.40623,0.13355,1.89924,2.91224,1.62024,0.0005348,0.0005348,0.0005348
76,648.003,0.73079,1.16713,0.97908,0.35033,0.6,0.41436,0.13892,1.96747,2.92865,1.64321,0.000515,0.000515,0.000515
77,656.937,0.77881,1.091,1.02828,0.35033,0.6,0.41436,0.13892,1.96747,2.92865,1.64321,0.0004952,0.0004952,0.0004952
78,665.449,0.70504,1.21873,0.94767,0.35033,0.6,0.41436,0.13892,1.96747,2.92865,1.64321,0.0004754,0.0004754,0.0004754
79,674.186,0.64637,0.95929,0.89143,0.34912,0.6,0.43152,0.13856,1.93828,2.86722,1.62945,0.0004556,0.0004556,0.0004556
80,682.887,0.60523,1.01097,0.88578,0.34912,0.6,0.43152,0.13856,1.93828,2.86722,1.62945,0.0004358,0.0004358,0.0004358
81,691.26,0.78426,1.17549,0.98722,0.40122,0.6,0.39922,0.13556,1.91029,2.91919,1.62238,0.000416,0.000416,0.000416
82,699.608,0.79221,1.03184,0.91341,0.40122,0.6,0.39922,0.13556,1.91029,2.91919,1.62238,0.0003962,0.0003962,0.0003962
83,708.176,0.43268,2.57868,0.62012,0.40122,0.6,0.39922,0.13556,1.91029,2.91919,1.62238,0.0003764,0.0003764,0.0003764
84,716.659,0.62463,1.28771,0.97944,0.40683,0.6,0.40994,0.15172,1.84843,2.94734,1.59004,0.0003566,0.0003566,0.0003566
85,725.257,0.91751,1.15648,0.97829,0.40683,0.6,0.40994,0.15172,1.84843,2.94734,1.59004,0.0003368,0.0003368,0.0003368
86,733.737,0.55083,2.6389,0.66734,0.40683,0.6,0.40994,0.15172,1.84843,2.94734,1.59004,0.000317,0.000317,0.000317
87,742.31,0.77555,1.08615,0.94568,0.40612,0.6,0.35242,0.13933,1.8039,2.99355,1.553,0.0002972,0.0002972,0.0002972
88,750.899,0.74579,1.10177,1.00975,0.40612,0.6,0.35242,0.13933,1.8039,2.99355,1.553,0.0002774,0.0002774,0.0002774
89,759.635,0.94617,1.12881,1.02154,0.3734,0.59615,0.31405,0.11549,1.82357,3.05615,1.53917,0.0002576,0.0002576,0.0002576
90,768.213,0.64786,1.22634,0.98879,0.3734,0.59615,0.31405,0.11549,1.82357,3.05615,1.53917,0.0002378,0.0002378,0.0002378
91,777.095,0.93748,1.54166,1.00823,0.3734,0.59615,0.31405,0.11549,1.82357,3.05615,1.53917,0.000218,0.000218,0.000218
92,785.786,0.81613,1.16341,0.95014,0.35491,0.5,0.35777,0.13001,1.87027,3.04761,1.6011,0.0001982,0.0001982,0.0001982
93,794.021,0.76534,1.28611,0.94651,0.35491,0.5,0.35777,0.13001,1.87027,3.04761,1.6011,0.0001784,0.0001784,0.0001784
94,802.525,0.59168,1.07184,0.90973,0.35491,0.5,0.35777,0.13001,1.87027,3.04761,1.6011,0.0001586,0.0001586,0.0001586
95,810.757,0.98099,1.31481,1.03788,0.34973,0.6,0.40242,0.13795,1.8784,3.08458,1.59656,0.0001388,0.0001388,0.0001388
96,819.014,0.56984,1.08033,0.95491,0.34973,0.6,0.40242,0.13795,1.8784,3.08458,1.59656,0.000119,0.000119,0.000119
97,827.498,0.68481,1.30214,0.86266,0.35069,0.6,0.405,0.14327,1.88566,3.1256,1.60347,9.92e-05,9.92e-05,9.92e-05
98,836.205,0.7454,1.25964,0.94252,0.35069,0.6,0.405,0.14327,1.88566,3.1256,1.60347,7.94e-05,7.94e-05,7.94e-05
99,844.362,0.72094,1.26613,0.9262,0.35069,0.6,0.405,0.14327,1.88566,3.1256,1.60347,5.96e-05,5.96e-05,5.96e-05
100,852.75,0.74505,1.20645,0.96964,0.35069,0.6,0.39522,0.13707,1.871,3.17655,1.59621,3.98e-05,3.98e-05,3.98e-05
