epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,293.283,1.07086,1.81565,1.09443,0.00417,1,0.07964,0.0105,1.89603,4.47311,2.0147,0.000419312,0.000419312,0.000419312
38,298.015,1.07042,1.86848,1.14051,0.00417,1,0.07964,0.0105,1.89603,4.47311,2.0147,0.0004011,0.0004011,0.0004011
39,302.959,1.10403,2.30644,1,0.00417,1,0.0738,0.00933,1.84051,4.51373,2.03964,0.000381304,0.000381304,0.000381304
40,309.67,1.0879,2.01332,1.16835,0.00417,1,0.0738,0.00933,1.84051,4.51373,2.03964,0.000359924,0.000359924,0.000359924
41,316.014,0.98791,2.26849,1.09201,0.00417,1,0.0738,0.00933,1.84051,4.51373,2.03964,0.00033696,0.00033696,0.00033696
42,321.962,0.88864,2.45956,1.09624,0.00343,0.4,0.07131,0.0086,1.81137,4.40352,2.01612,0.000312412,0.000312412,0.000312412
43,328.161,1.04813,2.09549,1.05443,0.00343,0.4,0.07131,0.0086,1.81137,4.40352,2.01612,0.00028628,0.00028628,0.00028628
44,334.3,0.96159,1.92991,0.95746,0.00343,0.4,0.07131,0.0086,1.81137,4.40352,2.01612,0.000258564,0.000258564,0.000258564
45,341.494,0.92164,2.14482,1.02844,0.00343,0.4,0.07131,0.0086,1.81137,4.40352,2.01612,0.000229264,0.000229264,0.000229264
46,348.308,1.02349,1.93006,1.07033,0.26107,0.2,0.13106,0.01826,1.84517,4.28982,1.99827,0.00019838,0.00019838,0.00019838
47,354.633,1.02407,2.03455,0.99306,0.26107,0.2,0.13106,0.01826,1.84517,4.28982,1.99827,0.000165912,0.000165912,0.000165912
48,360.849,1.12812,2.52102,1.0777,0.26107,0.2,0.13106,0.01826,1.84517,4.28982,1.99827,0.00013186,0.00013186,0.00013186
49,368.149,1.00505,2.04073,1.09728,0.26107,0.2,0.13106,0.01826,1.84517,4.28982,1.99827,9.6224e-05,9.6224e-05,9.6224e-05
50,375.356,0.90063,1.97729,1.09872,0.30493,0.2,0.15442,0.02402,1.89189,4.17397,2.04965,5.9004e-05,5.9004e-05,5.9004e-05
