epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,3666.04,0.76063,0.65744,0.96443,0.60199,0.48148,0.43719,0.18717,2.24745,1.84693,2.2806,0.0010298,0.0010298,0.0010298
100,3712.85,0.73172,0.65828,0.9666,0.50978,0.55556,0.42319,0.18085,2.26371,1.76824,2.3278,0.0010199,0.0010199,0.0010199
101,3762.91,0.77825,0.69326,1.01174,0.50883,0.51852,0.41228,0.17203,2.30483,1.84191,2.38992,0.00101,0.00101,0.00101
102,3810.87,0.75831,0.64243,0.96605,0.5389,0.59259,0.42006,0.1594,2.37194,1.79564,2.44136,0.0010001,0.0010001,0.0010001
103,3859.46,0.74678,0.59684,0.96491,0.61627,0.44444,0.37277,0.15831,2.36988,1.83074,2.46262,0.0009902,0.0009902,0.0009902
104,3913.89,0.79144,0.743,0.99626,0.48889,0.44444,0.31248,0.15315,2.35026,1.86583,2.44904,0.0009803,0.0009803,0.0009803
105,3966.13,0.74427,0.6308,0.96356,0.52404,0.40741,0.32736,0.17193,2.33447,1.96086,2.41702,0.0009704,0.0009704,0.0009704
106,4007.69,0.742,0.6209,1.03364,0.58626,0.44444,0.38493,0.20579,2.27194,1.91574,2.3277,0.0009605,0.0009605,0.0009605
107,4057.95,0.7656,0.64851,0.94852,0.57261,0.40741,0.39327,0.19474,2.34262,1.92473,2.38549,0.0009506,0.0009506,0.0009506
108,4111.2,0.75454,0.61829,0.98271,0.49709,0.48148,0.36793,0.16334,2.42663,1.91599,2.43708,0.0009407,0.0009407,0.0009407
109,4151.68,0.72548,0.59323,0.95067,0.51933,0.44444,0.34999,0.15742,2.39513,2.17899,2.38459,0.0009308,0.0009308,0.0009308
110,4196.99,0.71829,0.63876,0.92211,0.55467,0.40741,0.3613,0.16305,2.30475,2.33356,2.28527,0.0009209,0.0009209,0.0009209
111,4231.66,0.70554,0.62583,0.9297,0.52454,0.37037,0.36908,0.16505,2.36198,2.10302,2.3039,0.000911,0.000911,0.000911
112,4266.36,0.73908,0.60845,0.95332,0.54202,0.37037,0.39295,0.18191,2.229,1.99371,2.13998,0.0009011,0.0009011,0.0009011
113,4311.25,0.75558,0.63393,0.9586,0.47445,0.48148,0.41641,0.18714,2.20969,1.92788,2.09186,0.0008912,0.0008912,0.0008912
114,4354.16,0.70147,0.5854,0.93568,0.57978,0.48148,0.40376,0.15802,2.1974,2.06617,2.10369,0.0008813,0.0008813,0.0008813
115,4396.51,0.72509,0.63583,0.93283,0.55379,0.48148,0.41621,0.15998,2.28877,2.02139,2.28708,0.0008714,0.0008714,0.0008714
116,4430.33,0.75118,0.60292,0.96502,0.53782,0.47433,0.42323,0.18665,2.24392,2.07756,2.20968,0.0008615,0.0008615,0.0008615
117,4465.71,0.75153,0.62544,0.93762,0.53775,0.48148,0.43657,0.19418,2.23604,2.12658,2.20933,0.0008516,0.0008516,0.0008516
118,4501.87,0.66124,0.57858,0.93954,0.60485,0.51852,0.44399,0.20014,2.32324,1.97346,2.32758,0.0008417,0.0008417,0.0008417
119,4539.85,0.67513,0.61531,0.95011,0.62017,0.51852,0.44766,0.19391,2.32893,2.00559,2.37925,0.0008318,0.0008318,0.0008318
120,4573.9,0.69125,0.56064,0.94787,0.63541,0.51852,0.44232,0.17757,2.38247,1.95663,2.47331,0.0008219,0.0008219,0.0008219
121,4608.31,0.72149,0.64643,0.95579,0.6356,0.51852,0.4414,0.17756,2.31788,1.94556,2.39082,0.000812,0.000812,0.000812
122,4643.35,0.71056,0.61943,0.93152,0.52466,0.59259,0.42255,0.15768,2.3672,1.93592,2.51188,0.0008021,0.0008021,0.0008021
123,4678.27,0.73882,0.59378,0.96636,0.48891,0.55556,0.37706,0.14161,2.4366,1.94086,2.55445,0.0007922,0.0007922,0.0007922
124,4714.15,0.72741,0.61571,0.99001,0.45766,0.55556,0.41809,0.15436,2.48939,1.87873,2.6018,0.0007823,0.0007823,0.0007823
125,4748.36,0.6595,0.58453,0.91632,0.45345,0.55556,0.43323,0.17525,2.47729,1.80725,2.63371,0.0007724,0.0007724,0.0007724
126,4788,0.64314,0.62964,0.96788,0.50692,0.59259,0.47021,0.18654,2.34647,1.79856,2.55833,0.0007625,0.0007625,0.0007625
127,4832.44,0.66406,0.58665,0.90762,0.48917,0.51852,0.42606,0.1804,2.32926,1.81242,2.52243,0.0007526,0.0007526,0.0007526
128,4877.3,0.59216,0.50337,0.88788,0.47692,0.55556,0.41647,0.17671,2.48142,1.71584,2.71557,0.0007427,0.0007427,0.0007427
129,4924.12,0.62685,0.5339,0.9044,0.44828,0.51852,0.38795,0.17551,2.46843,1.72619,2.65488,0.0007328,0.0007328,0.0007328
130,4972.89,0.64065,0.53012,0.94507,0.56878,0.51852,0.40149,0.17552,2.33043,1.92692,2.4894,0.0007229,0.0007229,0.0007229
131,5022.93,0.58651,0.58545,0.90322,0.58232,0.48148,0.40868,0.17361,2.26319,2.04026,2.36986,0.000713,0.000713,0.000713
132,5070.31,0.62457,0.50458,0.90471,0.53575,0.44444,0.38029,0.16889,2.10638,2.23643,2.14751,0.0007031,0.0007031,0.0007031
133,5113.9,0.58749,0.47506,0.88353,0.49146,0.53721,0.37816,0.1664,2.00561,2.26469,2.03294,0.0006932,0.0006932,0.0006932
134,5157.58,0.64938,0.55784,0.92827,0.47949,0.47778,0.38799,0.18318,1.94324,2.29711,1.93037,0.0006833,0.0006833,0.0006833
135,5199.41,0.6345,0.54884,0.90532,0.47233,0.48148,0.38081,0.17592,1.96596,2.25238,1.94906,0.0006734,0.0006734,0.0006734
136,5244.34,0.5912,0.47367,0.88475,0.47418,0.51852,0.38456,0.16609,2.04826,2.39962,1.98256,0.0006635,0.0006635,0.0006635
137,5282.3,0.64202,0.57187,0.93005,0.51358,0.54769,0.40285,0.16928,2.14786,2.40653,2.0809,0.0006536,0.0006536,0.0006536
138,5333.59,0.66335,0.54605,0.92415,0.51337,0.50823,0.3592,0.16855,2.18393,2.22461,2.17578,0.0006437,0.0006437,0.0006437
139,5386.76,0.64766,0.52899,0.94654,0.56131,0.48148,0.36671,0.17579,2.17466,2.17258,2.16671,0.0006338,0.0006338,0.0006338
140,5434.22,0.71371,0.6174,0.96949,0.56367,0.48148,0.35727,0.16854,2.16199,2.15938,2.17504,0.0006239,0.0006239,0.0006239
141,5477.93,0.63108,0.53296,0.90932,0.58963,0.47904,0.36004,0.17054,2.18189,2.14498,2.20747,0.000614,0.000614,0.000614
142,5521.85,0.61447,0.4986,0.90613,0.53454,0.55556,0.44104,0.18011,2.17139,2.14116,2.21793,0.0006041,0.0006041,0.0006041
143,5566.24,0.60166,0.50347,0.89887,0.57036,0.55556,0.44653,0.17623,2.1798,2.13261,2.25082,0.0005942,0.0005942,0.0005942
144,5610.2,0.62426,0.50118,0.909,0.53064,0.51852,0.42477,0.17559,2.20729,2.13533,2.29314,0.0005843,0.0005843,0.0005843
145,5663.36,0.65652,0.51411,0.91529,0.57759,0.48148,0.42247,0.18789,2.19095,2.07881,2.29146,0.0005744,0.0005744,0.0005744
146,5714.33,0.56875,0.47326,0.88096,0.5336,0.55556,0.42404,0.17742,2.16169,2.02986,2.23643,0.0005645,0.0005645,0.0005645
147,5758.55,0.55866,0.51297,0.89233,0.55198,0.5478,0.4084,0.17365,2.15918,1.96136,2.27126,0.0005546,0.0005546,0.0005546
148,5806.78,0.65315,0.53518,0.95339,0.4922,0.55556,0.40183,0.17539,2.1834,1.91853,2.31283,0.0005447,0.0005447,0.0005447
149,5842.09,0.64502,0.52944,0.91882,0.53719,0.51852,0.39867,0.17937,2.23936,1.9072,2.4038,0.0005348,0.0005348,0.0005348
150,5877.81,0.61002,0.53487,0.92214,0.53294,0.51852,0.40332,0.1634,2.23695,1.91432,2.40927,0.0005249,0.0005249,0.0005249
151,5915.38,0.68224,0.48812,0.9222,0.52654,0.51852,0.38338,0.16914,2.21399,1.92034,2.34919,0.000515,0.000515,0.000515
152,5948.25,0.57482,0.46284,0.89187,0.53188,0.51852,0.38599,0.17403,2.15318,1.97755,2.26854,0.0005051,0.0005051,0.0005051
153,5981.89,0.60456,0.48029,0.89775,0.5558,0.51852,0.38737,0.1692,2.15145,2.04866,2.24924,0.0004952,0.0004952,0.0004952
154,6015.93,0.5822,0.46812,0.90795,0.55694,0.48148,0.39885,0.17738,2.15482,2.03684,2.25017,0.0004853,0.0004853,0.0004853
155,6050.52,0.57015,0.44973,0.86425,0.53811,0.51782,0.39769,0.17846,2.17405,2.03618,2.2825,0.0004754,0.0004754,0.0004754
156,6084.66,0.54496,0.45665,0.8871,0.53791,0.51741,0.3952,0.18265,2.22405,2.05936,2.34493,0.0004655,0.0004655,0.0004655
157,6118.71,0.55335,0.44445,0.88323,0.53715,0.51588,0.39729,0.17568,2.26631,2.01754,2.40084,0.0004556,0.0004556,0.0004556
158,6158.65,0.55134,0.48486,0.89129,0.57804,0.48148,0.39729,0.18025,2.25109,2.09116,2.33545,0.0004457,0.0004457,0.0004457
159,6194.12,0.58685,0.47453,0.9074,0.56729,0.48148,0.4006,0.18056,2.26341,2.12631,2.32739,0.0004358,0.0004358,0.0004358
160,6235.32,0.59012,0.51258,0.95974,0.56405,0.48148,0.39894,0.1792,2.30685,2.09773,2.34363,0.0004259,0.0004259,0.0004259
161,6288.43,0.5113,0.45544,0.85752,0.56375,0.48148,0.39872,0.17753,2.34379,2.05491,2.39859,0.000416,0.000416,0.000416
162,6337.73,0.58999,0.48721,0.89441,0.58605,0.48148,0.39499,0.16468,2.35116,1.8977,2.50753,0.0004061,0.0004061,0.0004061
163,6375.9,0.5222,0.45499,0.91509,0.5885,0.48148,0.38928,0.17069,2.37117,1.83238,2.52636,0.0003962,0.0003962,0.0003962
164,6416.05,0.58,0.47135,0.89915,0.51378,0.55556,0.38884,0.18002,2.3547,1.88985,2.49668,0.0003863,0.0003863,0.0003863
165,6465.66,0.55669,0.49002,0.92463,0.50988,0.55556,0.38463,0.17902,2.39173,1.87932,2.55197,0.0003764,0.0003764,0.0003764
166,6502.5,0.49485,0.45501,0.86016,0.5788,0.48148,0.37531,0.167,2.35653,1.96999,2.52328,0.0003665,0.0003665,0.0003665
167,6550.68,0.51633,0.45001,0.86452,0.5632,0.48148,0.39703,0.17644,2.31304,1.96105,2.48798,0.0003566,0.0003566,0.0003566
168,6601.11,0.55051,0.45369,0.9038,0.55903,0.48148,0.40341,0.18015,2.23332,1.97059,2.41333,0.0003467,0.0003467,0.0003467
169,6648.91,0.55209,0.47006,0.92247,0.5299,0.48148,0.40154,0.17827,2.23305,1.94537,2.40858,0.0003368,0.0003368,0.0003368
170,6701.79,0.61266,0.50809,0.94552,0.55911,0.48148,0.40612,0.1857,2.28876,1.88672,2.44348,0.0003269,0.0003269,0.0003269
171,6749.84,0.56058,0.46657,0.87833,0.559,0.48148,0.4052,0.18656,2.26394,1.92177,2.38133,0.000317,0.000317,0.000317
172,6799.76,0.51624,0.43956,0.89036,0.57695,0.48148,0.39605,0.17148,2.26836,1.94366,2.38032,0.0003071,0.0003071,0.0003071
173,6847.13,0.52135,0.42579,0.87634,0.57945,0.48148,0.40131,0.17675,2.3149,1.90837,2.44632,0.0002972,0.0002972,0.0002972
174,6895.37,0.51258,0.41492,0.88094,0.5851,0.48148,0.41546,0.17597,2.35437,1.94913,2.49171,0.0002873,0.0002873,0.0002873
175,6951.47,0.51639,0.40865,0.8862,0.53541,0.5124,0.41511,0.1809,2.37601,1.91234,2.52961,0.0002774,0.0002774,0.0002774
176,6996.43,0.51531,0.43548,0.88062,0.58048,0.48148,0.40952,0.17508,2.38554,1.88952,2.53707,0.0002675,0.0002675,0.0002675
177,7035.12,0.4842,0.42933,0.87602,0.58158,0.48148,0.41076,0.17395,2.40374,1.88065,2.56295,0.0002576,0.0002576,0.0002576
178,7082.79,0.5186,0.44244,0.88878,0.63703,0.48148,0.41744,0.18122,2.40783,1.90324,2.59005,0.0002477,0.0002477,0.0002477
179,7128.25,0.53803,0.42142,0.87456,0.63918,0.48148,0.41899,0.1823,2.40883,1.90941,2.58655,0.0002378,0.0002378,0.0002378
180,7168.82,0.84014,0.68589,1.09127,0.64186,0.44444,0.41838,0.18876,2.40737,1.89123,2.58248,0.0002279,0.0002279,0.0002279
181,7207.66,0.59023,0.45209,0.93626,0.55471,0.51852,0.41844,0.19555,2.3882,1.90222,2.57326,0.000218,0.000218,0.000218
182,7247.58,0.48949,0.43413,0.86934,0.581,0.51852,0.44186,0.2064,2.36492,1.96923,2.5831,0.0002081,0.0002081,0.0002081
183,7287.04,0.51231,0.44524,0.8655,0.58133,0.51852,0.42468,0.19753,2.3631,1.95305,2.58528,0.0001982,0.0001982,0.0001982
184,7325,0.59336,0.46686,0.91308,0.58149,0.51475,0.42241,0.19766,2.3638,1.92365,2.59061,0.0001883,0.0001883,0.0001883
