epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,7565.94,0.52652,0.41908,0.87794,0.88736,0.82983,0.84256,0.55142,1.68928,1.28018,1.59097,0.0001883,0.0001883,0.0001883
185,7604.07,0.54787,0.47237,0.9015,0.83208,0.84211,0.83713,0.5518,1.667,1.30572,1.57937,0.0001784,0.0001784,0.0001784
186,7643.08,0.51137,0.38563,0.86278,0.82666,0.84211,0.83361,0.55823,1.66179,1.28762,1.57816,0.0001685,0.0001685,0.0001685
187,7689.37,0.49661,0.42037,0.87192,0.79737,0.82895,0.81834,0.54421,1.61351,1.37779,1.58048,0.0001586,0.0001586,0.0001586
188,7731.54,0.45845,0.37798,0.85741,0.79676,0.82591,0.81852,0.55143,1.68623,1.29122,1.6426,0.0001487,0.0001487,0.0001487
189,7769.82,0.48988,0.42528,0.8815,0.78825,0.84211,0.83267,0.56182,1.6994,1.26266,1.63999,0.0001388,0.0001388,0.0001388
190,7815.87,0.49913,0.40453,0.88416,0.82105,0.78947,0.82306,0.55595,1.69839,1.28582,1.64817,0.0001289,0.0001289,0.0001289
191,7854.68,0.43919,0.36693,0.83994,0.78629,0.84211,0.81948,0.54047,1.69815,1.34666,1.66151,0.000119,0.000119,0.000119
192,7894.73,0.50286,0.39574,0.85994,0.7364,0.8826,0.8134,0.54128,1.69408,1.37932,1.68044,0.0001091,0.0001091,0.0001091
193,7932.87,0.47162,0.40143,0.89397,0.80856,0.88939,0.85683,0.52377,1.74112,1.30535,1.74183,9.92e-05,9.92e-05,9.92e-05
194,7977,0.50048,0.39435,0.86957,0.78038,0.89474,0.85703,0.52787,1.74088,1.29517,1.74547,8.93e-05,8.93e-05,8.93e-05
195,8018.23,0.44946,0.38201,0.84442,0.85682,0.945,0.94197,0.52909,1.67571,1.3372,1.71233,7.94e-05,7.94e-05,7.94e-05
196,8058.5,0.45118,0.36457,0.85639,0.85705,0.94669,0.94277,0.53194,1.65539,1.3157,1.71577,6.95e-05,6.95e-05,6.95e-05
197,8098.82,0.46881,0.38317,0.88489,0.84806,0.94737,0.94197,0.54033,1.6572,1.29493,1.72051,5.96e-05,5.96e-05,5.96e-05
198,8135.81,0.46407,0.37111,0.84248,0.8519,0.94737,0.94122,0.53613,1.64325,1.25687,1.7143,4.97e-05,4.97e-05,4.97e-05
199,8178.94,0.45317,0.37717,0.85381,0.77741,0.94737,0.92477,0.55574,1.62577,1.24413,1.6963,3.98e-05,3.98e-05,3.98e-05
200,8218.82,0.42963,0.36963,0.81789,0.77731,0.94737,0.92131,0.54618,1.69713,1.18435,1.73988,2.99e-05,2.99e-05,2.99e-05
