epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,245.566,1.00581,1.69096,1.00517,0.00583,1,0.05928,0.02965,1.79595,3.46544,1.74044,0.000787156,0.000787156,0.000787156
28,254.05,1.11943,1.56989,1.0213,0.00583,1,0.02473,0.01126,1.75315,3.81813,1.7168,0.00080597,0.00080597,0.00080597
29,264.688,1.05453,1.74976,1.14779,0.00583,1,0.02473,0.01126,1.75315,3.81813,1.7168,0.000823992,0.000823992,0.000823992
30,272.826,1.13107,1.62131,1.00478,0.00583,1,0.00991,0.00374,1.74365,3.76978,1.76169,0.000841222,0.000841222,0.000841222
31,281.64,0.76607,1.55108,0.95294,0.00583,1,0.00991,0.00374,1.74365,3.76978,1.76169,0.00085766,0.00085766,0.00085766
32,290.299,0.85171,1.51427,1.01448,0.00583,1,0.00991,0.00374,1.74365,3.76978,1.76169,0.000873306,0.000873306,0.000873306
33,298.971,1.26573,1.80083,1.07113,0.00583,1,0.08833,0.04176,1.87072,3.63427,1.87543,0.00088816,0.00088816,0.00088816
34,307.772,0.89959,1.75734,0.93595,0.00583,1,0.08833,0.04176,1.87072,3.63427,1.87543,0.000902222,0.000902222,0.000902222
35,318.397,1.02459,1.78634,1.12381,0.00583,1,0.08833,0.04176,1.87072,3.63427,1.87543,0.000915492,0.000915492,0.000915492
36,325.035,1.34264,2.03635,1.30697,0.00583,1,0.20785,0.06407,1.98832,3.42523,1.93269,0.00092797,0.00092797,0.00092797
37,333.605,1.01995,1.63227,1.01838,0.00583,1,0.20785,0.06407,1.98832,3.42523,1.93269,0.000939656,0.000939656,0.000939656
38,341.476,0.84886,1.61352,0.97506,0.00583,1,0.20785,0.06407,1.98832,3.42523,1.93269,0.00095055,0.00095055,0.00095055
39,348.434,1.07376,2.00658,1.00524,0.00984,0.71429,0.26604,0.06734,2.13562,3.37168,2.11134,0.000960652,0.000960652,0.000960652
40,356.26,0.85508,1.66881,0.97627,0.00984,0.71429,0.26604,0.06734,2.13562,3.37168,2.11134,0.000969962,0.000969962,0.000969962
41,369.208,1.02735,1.65117,0.98692,0.00984,0.71429,0.26604,0.06734,2.13562,3.37168,2.11134,0.00097848,0.00097848,0.00097848
42,379.474,1.19403,1.73213,1.17247,0.35687,0.14286,0.33158,0.09685,2.17184,3.35082,2.37576,0.000986206,0.000986206,0.000986206
43,386.44,0.98629,1.4005,0.97387,0.35687,0.14286,0.33158,0.09685,2.17184,3.35082,2.37576,0.00099314,0.00099314,0.00099314
44,393.085,0.78984,1.2486,0.99371,0.35687,0.14286,0.33158,0.09685,2.17184,3.35082,2.37576,0.000999282,0.000999282,0.000999282
45,399.51,1.02007,2.27989,1.04449,0.35687,0.14286,0.33158,0.09685,2.17184,3.35082,2.37576,0.00100463,0.00100463,0.00100463
46,406.121,0.96049,1.43918,0.97592,0.67952,0.30775,0.44302,0.14659,1.98309,3.19007,2.13888,0.00100919,0.00100919,0.00100919
47,413.217,0.87265,1.24921,0.92248,0.67952,0.30775,0.44302,0.14659,1.98309,3.19007,2.13888,0.00101296,0.00101296,0.00101296
48,420.144,1.08282,1.75175,1.10626,0.67952,0.30775,0.44302,0.14659,1.98309,3.19007,2.13888,0.00101593,0.00101593,0.00101593
49,426.981,1.06411,1.35819,1.0369,0.67952,0.30775,0.44302,0.14659,1.98309,3.19007,2.13888,0.00101811,0.00101811,0.00101811
50,433.95,0.83386,1.22745,1.06572,0.63935,0.2623,0.38976,0.14579,1.90536,3.08961,1.89347,0.0010195,0.0010195,0.0010195
51,440.866,1.01237,1.56711,1.06499,0.63935,0.2623,0.38976,0.14579,1.90536,3.08961,1.89347,0.00101,0.00101,0.00101
52,447.298,0.85756,1.36316,1.01763,0.63935,0.2623,0.38976,0.14579,1.90536,3.08961,1.89347,0.0009902,0.0009902,0.0009902
53,454.055,0.89053,1.27943,0.97885,0.63935,0.2623,0.38976,0.14579,1.90536,3.08961,1.89347,0.0009704,0.0009704,0.0009704
54,460.806,0.97806,1.20997,0.95231,0.59519,0.42857,0.34207,0.1653,1.70487,3.07676,1.69155,0.0009506,0.0009506,0.0009506
55,467.298,0.89725,1.38751,1.04875,0.59519,0.42857,0.34207,0.1653,1.70487,3.07676,1.69155,0.0009308,0.0009308,0.0009308
56,474.121,1.15157,2.12204,1.228,0.59519,0.42857,0.34207,0.1653,1.70487,3.07676,1.69155,0.000911,0.000911,0.000911
57,480.868,1.61801,2.21098,1.08816,0.59519,0.42857,0.34207,0.1653,1.70487,3.07676,1.69155,0.0008912,0.0008912,0.0008912
58,488.11,0.95478,1.47867,1.01805,0.4779,0.28571,0.38679,0.17442,1.85665,3.21148,1.69191,0.0008714,0.0008714,0.0008714
59,495.135,1.08568,1.63613,1.10866,0.4779,0.28571,0.38679,0.17442,1.85665,3.21148,1.69191,0.0008516,0.0008516,0.0008516
60,501.948,0.93764,1.39907,1.11083,0.4779,0.28571,0.38679,0.17442,1.85665,3.21148,1.69191,0.0008318,0.0008318,0.0008318
61,508.485,0.80279,1.38071,0.98909,0.4779,0.28571,0.38679,0.17442,1.85665,3.21148,1.69191,0.000812,0.000812,0.000812
62,515.421,1.03091,1.86712,1.314,0.43096,0.32994,0.34771,0.16663,1.85265,3.39086,1.7552,0.0007922,0.0007922,0.0007922
63,521.91,0.95994,1.10926,1.0525,0.43096,0.32994,0.34771,0.16663,1.85265,3.39086,1.7552,0.0007724,0.0007724,0.0007724
64,528.592,0.87208,1.68147,1.07185,0.43096,0.32994,0.34771,0.16663,1.85265,3.39086,1.7552,0.0007526,0.0007526,0.0007526
65,535.471,0.87798,1.23577,1.01807,0.43096,0.32994,0.34771,0.16663,1.85265,3.39086,1.7552,0.0007328,0.0007328,0.0007328
66,542.096,0.83303,1.25113,0.94861,0.41194,0.28571,0.30134,0.10566,1.90136,3.37242,1.86864,0.000713,0.000713,0.000713
67,548.759,0.54447,1.33456,0.82237,0.41194,0.28571,0.30134,0.10566,1.90136,3.37242,1.86864,0.0006932,0.0006932,0.0006932
68,555.528,0.82138,1.45685,0.97928,0.41194,0.28571,0.30134,0.10566,1.90136,3.37242,1.86864,0.0006734,0.0006734,0.0006734
69,564.981,0.71675,1.11297,0.91264,0.41194,0.28571,0.30134,0.10566,1.90136,3.37242,1.86864,0.0006536,0.0006536,0.0006536
70,572.722,0.58271,1.08111,0.89499,0.60154,0.28571,0.32597,0.11468,2.04758,3.28199,1.94199,0.0006338,0.0006338,0.0006338
71,579.577,0.92731,1.43431,0.94708,0.60154,0.28571,0.32597,0.11468,2.04758,3.28199,1.94199,0.000614,0.000614,0.000614
72,587.904,0.82599,1.32471,1.03768,0.60154,0.28571,0.32597,0.11468,2.04758,3.28199,1.94199,0.0005942,0.0005942,0.0005942
73,595.579,0.77225,1.28435,0.88248,0.60154,0.28571,0.32597,0.11468,2.04758,3.28199,1.94199,0.0005744,0.0005744,0.0005744
74,602.629,0.91807,1.5037,1.09126,0.62321,0.28571,0.39352,0.1287,2.036,3.20756,1.94704,0.0005546,0.0005546,0.0005546
75,609.641,0.84694,1.19094,0.95747,0.62321,0.28571,0.39352,0.1287,2.036,3.20756,1.94704,0.0005348,0.0005348,0.0005348
76,616.554,0.73435,1.21333,1.02448,0.62321,0.28571,0.39352,0.1287,2.036,3.20756,1.94704,0.000515,0.000515,0.000515
77,625.378,0.71176,1.02513,0.8835,0.62321,0.28571,0.39352,0.1287,2.036,3.20756,1.94704,0.0004952,0.0004952,0.0004952
78,634.123,0.77695,1.41967,1.03254,0.46012,0.28571,0.30335,0.10918,2.05671,3.16501,1.97354,0.0004754,0.0004754,0.0004754
79,643.053,0.80854,1.23036,1.04154,0.46012,0.28571,0.30335,0.10918,2.05671,3.16501,1.97354,0.0004556,0.0004556,0.0004556
80,654.824,0.76756,1.24978,0.94951,0.46012,0.28571,0.30335,0.10918,2.05671,3.16501,1.97354,0.0004358,0.0004358,0.0004358
81,665.76,0.78549,1.38256,1.04075,0.46012,0.28571,0.30335,0.10918,2.05671,3.16501,1.97354,0.000416,0.000416,0.000416
82,674.531,0.7251,1.62847,0.91353,0.36692,0.28571,0.24938,0.09415,2.07268,3.1531,2.02962,0.0003962,0.0003962,0.0003962
83,683.493,0.64556,1.13922,0.90199,0.36692,0.28571,0.24938,0.09415,2.07268,3.1531,2.02962,0.0003764,0.0003764,0.0003764
84,693.486,0.7706,1.00239,0.94351,0.36692,0.28571,0.24938,0.09415,2.07268,3.1531,2.02962,0.0003566,0.0003566,0.0003566
85,702.777,0.67524,1.00023,0.9219,0.36692,0.28571,0.24938,0.09415,2.07268,3.1531,2.02962,0.0003368,0.0003368,0.0003368
86,713.397,0.67952,0.99599,0.87934,0.49636,0.2826,0.25157,0.09332,2.11174,3.22664,2.07275,0.000317,0.000317,0.000317
87,722.12,0.76434,1.19659,1.00653,0.49636,0.2826,0.25157,0.09332,2.11174,3.22664,2.07275,0.0002972,0.0002972,0.0002972
88,730.302,0.72733,1.18483,0.99642,0.49636,0.2826,0.25157,0.09332,2.11174,3.22664,2.07275,0.0002774,0.0002774,0.0002774
89,739.401,0.85993,2.3469,1.16877,0.49636,0.2826,0.25157,0.09332,2.11174,3.22664,2.07275,0.0002576,0.0002576,0.0002576
90,749.993,0.58118,1.11604,0.90565,0.49374,0.28035,0.25,0.10765,2.10641,3.26582,2.04498,0.0002378,0.0002378,0.0002378
91,758.643,0.76865,1.56406,1.07896,0.49374,0.28035,0.25,0.10765,2.10641,3.26582,2.04498,0.000218,0.000218,0.000218
92,766.42,0.52917,1.1416,0.87926,0.49374,0.28035,0.25,0.10765,2.10641,3.26582,2.04498,0.0001982,0.0001982,0.0001982
93,772.886,0.86463,1.36025,0.95445,0.49374,0.28035,0.25,0.10765,2.10641,3.26582,2.04498,0.0001784,0.0001784,0.0001784
94,781.579,0.57316,1.29317,0.94159,0.37591,0.28571,0.23605,0.10393,2.14082,3.30705,2.04606,0.0001586,0.0001586,0.0001586
95,790.64,0.60739,1.38338,0.84646,0.37591,0.28571,0.23605,0.10393,2.14082,3.30705,2.04606,0.0001388,0.0001388,0.0001388
96,798.407,0.5774,1.21143,0.78503,0.37591,0.28571,0.23605,0.10393,2.14082,3.30705,2.04606,0.000119,0.000119,0.000119
97,805.34,0.80652,1.38789,0.95269,0.37591,0.28571,0.23605,0.10393,2.14082,3.30705,2.04606,9.92e-05,9.92e-05,9.92e-05
98,813.74,0.70178,1.59093,0.96247,0.34288,0.28571,0.15875,0.06174,2.14942,3.30072,2.03013,7.94e-05,7.94e-05,7.94e-05
99,820.267,0.91215,1.30449,0.96703,0.34288,0.28571,0.15875,0.06174,2.14942,3.30072,2.03013,5.96e-05,5.96e-05,5.96e-05
100,825.978,0.70244,1.45212,1.00047,0.34288,0.28571,0.15875,0.06174,2.14942,3.30072,2.03013,3.98e-05,3.98e-05,3.98e-05
